,ZIP,Total Releases,Total Population,Percent_Below_Poverty_Level,Percent_White,Percent_Black_African_American,Percent_American_Indian,Percent_Asian,Percent_Native_Hawaiian_PI,Percent_Other_Race,Percent_Hispanic_Latino,Percent_50_PL,Percent_125_PL,Percent_185_PL,Percent_200_PL,Percent_300_PL,Percent_400_PL,Percent_500_PL
19,77073,115276.0,39785,12.617820786728668,14.651250471283147,32.949604122156586,0.2915671735578736,1.8876460977755436,0.0,11.647605881613673,50.92120145783586,7.050395877843409,18.80105567424909,37.08935528465502,43.12177956516275,65.57747894935278,78.66281261782079,86.51250471283147
20,77045,112873.39229999999,36161,14.839191394043304,2.6990404026437322,47.85265894195404,0.0,0.6305135366831669,0.0,5.099416498437543,49.02519288736484,7.989270208235391,19.197477945853265,37.63446807333868,41.53922734437654,64.04966676806504,81.09289013025082,89.41124415807084
21,77039,95098.35,28835,32.98075255765563,4.844806658574649,8.56597884515346,0.6103693428125543,0.6727934801456563,0.0,3.4159875151725334,85.54534419975724,11.212068666551065,40.78376972429339,58.80353736778221,64.84133865094503,81.53632737992024,91.46870123114272,96.68111669845673
22,77095,60466.0,70405,7.243803707123074,45.07350330232228,14.480505645905831,0.48860166181379167,12.893970598679072,0.0,5.705560684610468,25.228321852141182,3.6247425608976633,9.803281016973227,16.145160144876076,17.461827995170797,31.46509480860734,46.86883033875435,60.9956679213124
23,77587,44072.841,16892,21.5723419370116,7.192753966374616,0.8465545820506749,0.81103480937722,0.12431920435709211,0.0,13.935590812218802,91.61733364906465,7.962349040966138,27.79422211697845,46.74994080037887,52.575183518825476,70.28771015865499,86.9287236561686,94.31091641013496
24,77011,40480.2804,17447,35.7024130222961,4.063735885825643,1.473032613056686,0.39548346420588065,1.0030377715366539,0.057316444087808796,23.51693700922795,93.50031524044248,8.826732389522554,41.45125236430332,56.5942568923024,60.04470682638849,78.07646013641315,90.18169312775835,94.64091247778987
25,77064,34052.833414,48149,12.785312259860019,27.88219900724833,14.03559783173067,0.44860744771438654,16.729319404349,0.07892168061641987,7.06556730150159,38.677854161041765,5.171446966707513,16.980622650522335,26.665143616689857,29.250867100043614,47.037321647386236,62.805042680014125,74.45014434360007
26,77003,33206.408,9707,28.237354486453075,23.65303389306686,26.959925826722987,0.07211290821056969,4.151643144122798,0.0,10.765427011435047,43.494385495003606,5.511486556093541,32.018131245492945,39.28093128670032,41.6709591016792,50.54084681157928,55.47543010198825,64.01565880292573
27,77040,31730.13,47388,12.589685152359248,28.18224022959399,14.718916181311725,0.4494808812357559,8.390309783067442,0.17726006583945303,8.926310458343885,48.32447033004136,5.309361019667427,17.293407613741877,32.06296952815059,35.530092006415124,54.96117160462565,67.35460454123407,77.27061703384823
28,77493,30969.91732,36197,4.972787800093931,50.95449899162914,8.948255380280132,0.5663452772329198,3.329005166173992,0.0,8.663701411719202,34.92002099621516,1.8758460645909882,9.376467663066,17.852308202337213,20.874658120838742,37.24618062270354,50.205818161726114,62.68199022018399
29,77093,23755.254,47058,36.544264524629185,5.310467933188831,9.430915041013217,0.07437630158527775,0.3761315823026903,0.0,3.3915593522886653,84.54460453057928,15.491521101619279,46.53831442050236,63.642738747928085,67.50605635598623,85.26074206298611,94.109396914446,98.31909558417273
30,77087,22427.9047,37526,24.137931034482758,3.576187176890689,13.372062036987689,0.41304695411181586,0.7514789745776262,0.0,15.232105740020252,81.97516388637212,10.72056707349571,33.26227149176571,55.44955497521718,59.78788040292065,74.02600863401375,87.04897937430049,92.9462239513937
31,77044,17923.192999999996,48596,10.330068318380112,23.995802123631574,30.132109638653386,0.8189974483496584,1.4939501193513869,0.12552473454605317,2.6236727302658656,43.73610996789859,4.743188739813976,14.377726561856944,24.874475265453945,28.477652481685734,42.35945345295909,56.50670837105935,67.87184130381101
32,77023,17884.341,29018,26.059687090771245,11.727203804535117,3.1876766145151287,0.19298366531118616,1.4611620373561238,0.0,26.259563029843548,83.73078778689089,10.210903577090082,33.40340478323799,48.92825143014681,50.906333999586465,70.27017713143566,81.27713832793438,88.76559376938452
33,77053,14315.1,31595,21.01281848393733,2.6839689824339295,41.43377116632379,0.22155404336129136,0.9305269821174236,0.0,6.323785409083715,54.55293559107454,9.539484095584744,27.570818167431554,43.19987339768951,49.90979585377433,69.66925146383922,83.76641873714196,91.41319829086882
34,77034,10683.96631,40531,17.783918482149467,12.321432977227307,10.263748735535764,0.09375539710345168,4.670499124127211,0.0,5.4970269670129035,72.13737632922947,4.771656263107251,25.264612272088034,40.41597789346426,45.48123658434285,63.88196688954134,77.14588833238756,88.49275862919741
35,77375,10272.517460000003,55259,7.533614433847879,51.387104363090174,12.27311388190159,0.646048607466657,4.9295137443674335,0.0,5.175627499592827,29.368971570241953,2.140827738467942,12.139199044499538,19.09553194954668,21.795544617166435,39.2569536184151,54.16674206916521,66.73844984527408
36,77028,8725.598,17393,29.16115678721325,1.93756108779394,66.77398953602024,0.24147645604553555,0.0,0.0,2.891968033116771,30.213304202840224,12.62001954809406,37.55533835451044,59.2019778071638,61.19128384982464,78.51434485137699,89.34628873684815,94.71051572471684
37,77009,7360.6,35957,19.281363851266793,28.76769474650277,5.96267764273994,0.43107044525405347,1.1791862502433461,0.18355257668882274,17.156603721111328,62.797230024751784,8.437856328392247,24.415273799260227,38.28739883750035,40.17020329838418,54.42333898823595,64.04594376616514,70.77620491142198
38,77484,5512.0,10855,12.68539843390143,63.906034085674804,6.900046061722708,0.7646245969599264,0.7922616305849839,0.0,9.571625978811607,27.96867802855827,8.733302625518194,17.134960847535698,27.821280515891296,29.76508521418701,52.39060340856748,66.15384615384615,79.41962229387379
39,77049,5480.7507000000005,36396,12.479393339927466,10.20716562259589,21.76887570062644,0.9121881525442357,3.011319925266513,0.0,6.091328717441477,63.897131552917905,4.24771952961864,16.383668535003846,31.492471700186837,33.9377953621277,60.72370590174745,74.9423013517969,82.94318056929333
40,77086,4781.02,28516,21.53527844017394,8.01304530789732,17.519988778229767,0.6347313788750175,8.651283489970544,0.0,10.899144340019639,65.57020620002805,8.139290223032683,30.340861270865478,45.03787347454061,49.214476083602186,69.50834619161172,81.55070837424604,92.81456024687894
41,77037,4693.76,18911,28.47549045529057,4.880757231241076,0.7138702342551954,0.1163344085452911,0.26439638305747976,0.0,4.801438316323833,93.9770503939506,18.80387076304796,36.25403204484163,57.88165617894347,61.482734916186345,79.72079741949129,91.65565015070594,96.22970757760034
42,77075,4621.6900000000005,44458,15.83067164514823,7.672409914975932,15.781186738044898,0.3194025822124252,7.613927752035629,0.04273696522560619,11.669440820549733,67.52665437041702,5.7312519681497145,21.942057672409916,37.8604525619686,42.53002834135589,63.849026047055645,79.02739664402357,87.53655135183769
43,77396,3984.2791,55700,10.940754039497307,19.45960502692998,34.782764811490125,0.2710951526032316,3.0017953321364454,0.19030520646319568,8.689407540394974,41.12926391382406,4.955116696588869,13.23339317773788,26.49551166965889,28.159784560143624,43.0951526032316,60.37522441651706,73.57630161579893
44,77020,3142.1476000000002,26210,32.033574971384965,3.6932468523464324,22.388401373521557,0.31667302556276233,0.1793208698969859,0.0,28.34032811903853,73.5253719954216,12.571537581075926,40.32430370087753,60.32430370087752,62.97977871041587,81.27432277756581,89.88553987027852,95.0209843571156
45,77055,2778.0,44398,22.07757106175954,33.40916257489076,4.572278030541916,0.8986891301409974,4.1736114239380155,0.0,39.89594125861525,55.784044326321,8.351727555295284,27.305284021802784,40.67750799585567,44.81057705302041,57.3021307266093,65.41285643497456,69.6315149331051
46,77047,2366.206572,32556,12.031576360732277,6.023467256419708,67.36085514190933,0.2887332596142032,1.827620100749478,0.0,3.093131834377688,25.55903673669984,5.123479542941394,16.33185895073105,31.877380513576608,33.6957857230618,51.698611623049516,67.01683253470942,79.25727976409878
47,77050,2160.94,4741,20.83948534064543,2.193630035857414,39.46424804893483,1.2655557899177388,0.0,0.0,2.467833790339591,58.34212191520777,3.31153765028475,30.795190887998313,56.42269563383252,61.29508542501581,73.33895802573296,80.70027420375449,89.1584053997047
48,77094,1946.0,10271,2.0445915684938174,60.7438418849187,3.3589718625255576,0.10709765358777139,23.649109142245155,0.0,2.16142537240775,10.125596339207478,0.808100477071366,2.3561483789309707,4.254697692532373,4.673352156557297,9.814039528770325,18.372115665465873,27.4851523707526
49,77054,1576.0,23174,21.187537757832054,27.604211616466728,35.250712004833,0.5135065159230172,24.7950289117114,0.09061879692759127,1.9979287132130836,8.2117890739622,13.6446017088116,25.2049710882886,32.26029170622249,34.39199102442392,52.61499956848192,69.4873565202382,79.78769310434107
50,77060,926.0928000000001,45575,32.96105320899616,4.737246297312122,16.427866154690072,0.5112452002194185,1.4591332967635766,0.29402084476138235,4.684585847504114,76.87547997805815,14.347778387273724,45.23313219967087,67.26275370268787,71.71256171146462,88.25452550740538,94.87877125617115,98.023038946791
51,77066,756.0,35635,13.593377297600673,18.226462747299006,23.555493194892662,0.7212010663673355,12.26603058790515,0.08138066507646977,10.655254665357093,43.993265048407466,6.60025256068472,19.225480566858426,31.87596464150414,34.77760628595482,60.760488283990455,72.20990599130069,81.37505261680931
52,77080,754.0,45386,23.527078834883003,22.06407262151324,4.012250473714361,0.49134094214074825,3.728021856960296,0.0,47.05195434715551,69.31873264883444,9.701229454016659,30.454325122284402,45.740977393910015,48.41360772044243,68.27656105406955,77.74864495659455,84.46657559599876
53,77562,540.0,10640,16.945488721804512,53.383458646616546,5.958646616541354,0.0,0.3383458646616541,0.0,2.095864661654135,37.99812030075188,5.7706766917293235,21.212406015037594,31.76691729323308,36.51315789473684,53.53383458646617,63.84398496240602,77.37781954887218
54,77070,250.0,52714,9.428235383389612,44.76799332245703,19.207421178434572,0.22005539325416398,9.090564176499601,0.0,4.459915771901202,25.95136016997382,4.403004894335471,13.910915506317107,27.199605417915546,31.79041620821793,46.42599688887203,60.05804909511705,69.68926660849111
55,77026,227.0,21270,33.94452280206865,2.4259520451339918,50.48895157498825,0.0,0.8932769158439116,0.16925246826516221,10.456041372825577,45.886224729666196,14.419370004701456,40.63469675599436,58.20404325340856,61.00141043723555,79.77903149976493,89.77433004231312,94.26422190879173
56,77021,40.0,25948,28.87313087713889,10.482503468475413,72.01711114536766,0.5973485432403268,3.491598581778942,0.0,0.9942962848774473,14.26699552952058,15.045475566517652,35.54416525358409,46.46215507938955,48.68968706644058,67.67766301834438,76.44905195005396,83.8099275474025
57,77038,10.0,31905,26.970694248550387,4.814292430653502,16.630622159536124,0.5077574047954866,8.174267356213761,0.0,3.460272684532205,70.20843128036358,8.092775427049052,37.00673875568093,55.668390534398995,58.63657733897508,73.23616987932925,84.92712740949693,91.40573577809121
58,77067,3.8,35093,24.127318838514803,3.8668680363605277,35.816259652922234,0.3989399595360898,5.85586869176189,0.4559313823269598,6.850369019462571,53.426609295301056,10.893910466474797,31.134414270652265,51.449006924457876,54.75735901746786,71.51853646026272,83.04220214857664,90.89846978029806
59,77061,2.05,26253,20.024378166304803,8.246676570296728,23.364948767759874,0.23997257456290708,5.450805622214604,0.08760903515788672,22.271740372528853,63.501314135527366,10.261684378928122,28.2215365862949,46.35279777549233,51.90263969832019,69.165428712909,77.79301413171828,88.51178912886147
60,77048,1.5,18296,24.28946217752514,2.2737210319195453,66.81241801486664,0.054656755574989065,1.6888937472671623,0.0,7.373196327066026,29.509182334936597,13.325317009182335,35.60887625710538,48.387625710537826,50.44818539571491,60.98054219501531,73.0268911237429,84.40096195889812
61,77022,0.10422000000000001,27815,32.84199173108035,4.907424051770628,19.094014021211578,0.28401941398525976,0.6399424770807118,0.028761459644076937,8.973575408952005,75.4053568218587,11.385942836598957,42.473485529390615,60.701060578824375,63.12061837138234,81.42728743483731,91.23134999101204,95.3622146323926
62,77081,0.0846,52751,34.973744573562584,8.854808439650434,15.338097855964817,0.23885803112737197,4.9591476938825805,0.0,8.890826714185513,69.61005478569126,13.139087410665201,43.1764326742621,61.879395651267274,66.15988322496256,81.87143371689636,87.29881897973499,92.25417527629808
63,77389,0.05,38106,5.311499501390857,57.52374954075473,5.894084921009815,0.4697422978008713,5.909830472891408,0.14170996693434107,3.1438618590248253,27.09022201228153,1.9918123130215712,8.817509053692332,12.963837715845274,14.205112055844223,23.421508423870257,34.67432950191571,47.53057261323676
64,77494,0.0379,117917,4.192779667053944,45.96623048415411,8.520399942332318,0.8607749518729276,19.80376027205577,0.021201353494407084,2.7298862759398563,23.12982860825835,2.5670598811028094,5.660761383006691,9.308242238184485,10.145271674143677,14.977484162588938,24.24841201862327,38.806957436162726
65,77084,0.027000000000000003,107363,12.10752307592001,26.646051246705106,15.522107243650046,0.7758725072883582,10.993545262334324,0.012108454495496586,15.351657461136517,44.85530396877881,5.266246285964439,18.251166603019662,31.132699347074876,34.00054022335441,51.47862857781544,65.83366709201493,77.06193008764657
66,77036,0.026330000000000003,73970,33.31350547519264,7.877517912667297,14.304447749087467,0.44071921049073953,14.997972150871973,0.10680005407597674,28.437204272002166,61.98864404488306,14.062457753143164,44.178721103149925,60.99229417331351,64.46126808165472,81.43842098147897,88.78734622144113,92.53616330944978
67,77373,0.01402,61402,9.812383961434481,40.39444969219244,22.5562685254552,0.1368033614540243,2.8891567049933227,0.45438259340086645,7.589329337806586,31.902869613367642,4.654571512328589,14.380639067131366,25.201133513566333,27.00563499560275,46.74929155402104,63.08426435620989,76.3753623660467
68,77447,0.011445,15991,12.85097867550497,51.29135138515415,8.417234694515665,0.0,1.9448439747357888,0.09380276405478082,14.014132949784253,37.10837346007129,4.002251266337314,16.490525920830468,24.90150709774248,26.183478206491152,42.480145081608406,58.995685072853476,71.17128384716403
69,77078,0.001084,15622,18.544360517219303,4.333632057355012,53.89834848290872,2.374855972346691,0.0,0.0,2.9125592113685825,41.044680578671105,10.107540647804377,33.459224171040844,46.12085520419921,52.93176289847651,76.0978107796697,90.87824862373576,96.26168224299066
70,77580,0.0,1099,0.0,92.08371246587808,6.733393994540491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.11010009099181,21.11010009099181,25.204731574158323,34.48589626933576,51.228389444949954
71,77076,0.0,35866,30.898343835387276,4.826297886577818,6.220375843417164,0.2258406290079741,0.4711983494116991,0.0,5.172029219873975,88.43194111414711,11.84129816539341,37.02113422182568,55.863491886466285,61.45374449339207,82.49595717392516,92.12903585568505,96.8075614788379
72,77077,0.0,59449,10.905145586973708,39.746673619404866,21.64039765176874,0.34819761476223315,12.88162963212165,0.11774798566838802,3.1960167538562465,22.883479957610724,4.8999983178859186,14.93717303907551,23.934801258221334,25.416743763562046,39.05364261804235,51.376810375279646,61.24240946020959
73,77043,0.0,24608,13.666287386215863,43.00633940182055,4.396944083224968,0.0,8.79795188556567,0.0,5.689206762028609,43.04291287386216,6.351592977893368,19.49772431729519,30.23407022106632,33.52161898569571,48.390767230169054,63.25585175552666,70.04226267880365
74,77033,0.0,30438,27.919048557723897,1.1761613772258361,66.49911295091661,0.11170247716669951,0.2989683947696958,0.14784151389710232,2.8812668375057493,31.693935212563247,10.125501018463762,38.26466916354557,55.900519087982126,59.80024968789014,77.7350680070964,88.93159865957028,94.0567711413365
75,77092,0.0,38312,31.483608268949677,20.594069743161413,11.134892461891836,0.0443725203591564,1.5243265817498435,0.0,37.24159532261432,65.48339945708916,11.998851534767175,38.95907287533932,56.36876174566715,60.77469200250574,72.79442472332428,80.80235957402381,87.06932553769055
