,ZIP,101. TOTAL RELEASES
242,75088,14930.84
243,76710,14805.0
244,77474,14634.0
245,77363,14608.0
246,77053,14565.1
247,79087,14450.0
248,75007,14181.49
249,75090,13909.4837
250,76903,13730.9128
251,76084,13679.2162
252,75040,13587.396
253,75020,13542.2047
254,75142,13156.55
255,78735,13050.72
256,78114,13008.046
257,78220,12837.045000000002
258,75182,12154.8
259,76078,12138.0
260,78223,11880.483999999999
261,76365,11821.0
262,77340,11579.6093
263,75098,11404.8769
264,78219,11397.942184999998
265,75501,11260.939159614489
266,79549,10943.0
267,76164,10800.7736
268,77034,10683.96631
269,78218,10646.82
270,79928,10450.0
271,77375,10272.517460000003
272,76179,9755.458799999999
273,78154,9686.24
274,75229,9334.5115
275,78840,8983.33
276,78503,8822.369999999999
277,77418,8818.56
278,75645,8733.14
279,77028,8725.598
280,79922,8362.94
281,77205,8260.0
282,78249,8173.1
283,78226,7710.01
284,78160,7681.88
285,78741,7571.015
286,79765,7524.500000000001
287,76354,7508.0
288,79703,7441.0
289,77009,7360.6
290,78843,7300.2
291,76711,7150.64
292,77807,6963.335
293,75215,6754.1556
294,77386,6507.0
295,75149,6392.928499999999
296,75126,6362.04
297,75235,6322.0
298,79027,6050.0
299,77879,5916.6
300,75904,5886.803000000001
301,76009,5688.6359999999995
302,76207,5677.7573
303,76450,5670.0
304,78332,5670.0
305,77868,5655.41
306,76208,5585.42094137274
307,76543,5542.08
308,76127,5517.7
309,77049,5480.7507000000005
310,78638,5181.0
311,78724,4868.0
312,77086,4781.02
313,77037,4693.76
314,77075,4621.6900000000005
315,78723,4500.0
316,78064,4380.0
317,79403,4362.65
318,76574,4280.75023
319,78061,4228.0
320,79756,4065.7
321,77396,3984.2791
322,77801,3963.1
323,78538,3900.0
324,78015,3746.4
325,77302,3709.6000000000004
326,78140,3520.0
327,78201,3468.6
328,79843,3466.45
329,78834,3423.89
330,77583,3422.0091
331,78251,3407.0
332,79601,3308.13
333,75212,3264.358901
334,77020,3142.1476000000002
335,79764,2900.7
336,75002,2783.5
337,77055,2778.0
338,79927,2739.0
339,77378,2737.0
340,75062,2555.18
341,76936,2486.0
342,78702,2467.243584
343,77448,2378.0
344,77047,2366.206572
345,76111,2162.1681
346,77050,2160.94
347,79336,2150.9
348,78613,2117.6099999999997
349,75135,2084.57
350,79323,2080.4
351,77380,2059.0
352,76001,1972.0
353,77355,1955.91
354,77094,1946.0
355,76035,1909.6290000000001
356,77554,1871.4099999999999
357,79912,1845.2
358,76106,1830.3129999999999
359,76248,1749.0
360,78236,1665.8000000000002
361,79701,1635.0
362,75428,1615.2090698818574
363,77054,1576.0
364,79835,1504.89
365,77619,1500.0
366,79031,1470.6504889847158
367,77901,1382.0
368,79763,1198.778
369,78852,1185.03
370,76066,1164.304
371,78017,1111.0
372,78644,1106.7587
373,76301,1029.017
374,76502,1000.038
375,76905,1000.0
376,75087,993.69
377,75241,988.8000000000001
378,77060,926.0928000000001
379,75057,877.2109
380,75486,869.0
381,76008,771.7722
382,77066,756.0
383,77080,754.0
384,75418,750.0
385,76021,698.0
386,76108,632.672
387,75238,600.28047
388,78247,583.057
389,78742,581.20601
390,77578,562.0
391,77562,540.0
392,75247,526.139048
393,75840,520.0
394,78215,513.847
395,78374,504.4002
396,75159,500.16143
397,75038,500.0739
398,79772,500.0
399,75209,499.0
400,78363,482.0
401,75115,481.9601
402,75835,446.3
403,78664,442.717
404,76501,435.18719
405,75402,418.86799999999994
406,79102,396.0
407,78411,374.07
408,78654,346.59799999999996
409,75071,333.68406000000004
410,76110,332.0
411,76044,324.24
412,75707,323.85900000000004
413,78642,312.7359
414,76310,296.365
415,75082,257.129
416,76234,255.008
417,76114,254.0
418,76180,252.81
419,77070,250.0
420,77026,227.0
421,79014,219.0
422,75019,210.0187
423,76657,204.75
424,76645,183.93
425,78402,168.5877
426,76667,162.005
427,79556,142.324
428,79316,140.2423
429,75234,139.47
430,75607,134.74
431,75473,129.6
432,76177,117.0228
433,76670,105.0
434,75109,104.2929
435,75859,101.01599399999999
436,75244,97.0
437,75169,96.0
438,78759,95.26299999999999
439,79360,88.419
440,77563,83.0
441,76311,76.0
442,77385,74.0562
443,75203,72.22800000000001
444,79546,62.7
445,79364,61.0
446,78861,58.97
447,75494,54.0
448,79252,42.36
449,78266,41.43270269999999
450,77021,40.0
451,75693,40.0
452,75979,38.408
453,78935,33.851485
454,78408,31.93
455,75656,27.897
456,75161,25.0
457,75220,24.422
458,78725,21.1114
459,76137,21.0
460,75078,20.5737
461,78626,18.6344
462,76028,18.259873
463,78370,18.0
464,75001,16.904
465,78216,16.0
466,75638,15.352
467,75146,15.0
468,75009,13.0
469,75035,12.598700000000001
470,76430,11.62
471,79606,11.15
472,78666,10.031
473,77038,10.0
474,76088,10.0
475,76426,10.0
476,79707,9.8052
477,77423,9.7
478,76262,8.745
479,79526,8.74
480,76904,8.104199999999999
481,75051,7.4
482,75831,7.14
483,78336,6.38
484,77477,6.323144
485,75801,5.000794
486,79382,5.0
487,75032,4.2581
488,79711,4.0
489,77067,3.8
490,76049,3.7792
491,78681,3.09
492,76102,3.05
493,78222,3.0
494,76579,2.68
495,78641,2.5292
496,75216,2.4861
497,76934,2.37
498,78745,2.3265
499,76821,2.07
500,76148,2.0559
501,77061,2.05
502,77048,1.5
503,76131,1.357
504,75181,1.1814
505,78028,1.0
506,79936,0.9
507,75034,0.7809999999999999
508,76655,0.7670180000000001
509,78633,0.6803
510,76527,0.6342
511,78123,0.61785
512,76703,0.606
513,78747,0.5217
514,76706,0.475
515,78214,0.4
516,75104,0.339104
517,77703,0.33299999999999996
518,78669,0.3164
519,78550,0.29800000000000004
520,75561,0.228001178148928
521,75703,0.13699999999999998
522,77655,0.13699999999999998
523,75407,0.1341
524,75028,0.1318
525,75067,0.114
526,76247,0.1119
527,75180,0.106
528,77022,0.10422000000000001
529,75601,0.08800000000000001
530,75207,0.086
531,77081,0.0846
532,75074,0.078
533,76244,0.075
534,76134,0.0706
535,76002,0.07
536,79407,0.069537
537,78726,0.053
538,76092,0.0511
539,78233,0.05
540,77389,0.05
541,78245,0.047
542,78252,0.047
543,76018,0.047
544,75454,0.041800000000000004
545,75925,0.04
546,77494,0.0379
547,75166,0.032
548,78254,0.027000000000000003
549,77084,0.027000000000000003
550,78260,0.027000000000000003
551,77036,0.026330000000000003
552,75189,0.024
553,75773,0.022000000000000002
554,77357,0.020125999999999998
555,75211,0.0196
556,76549,0.019
557,75172,0.015
558,77373,0.01402
559,78827,0.012
560,77447,0.011445
561,76692,0.009000000000000001
562,76528,0.008
563,75147,0.006999999999999999
564,76642,0.006
565,75093,0.006
566,75143,0.006
567,78405,0.0045
568,77335,0.0035
569,77327,0.0023
570,77351,0.0022
571,78250,0.0015
572,77078,0.001084
573,77508,0.0
574,75052,0.0
575,78956,0.0
576,78837,0.0
577,75701,0.0
578,77033,0.0
579,78934,0.0
580,79009,0.0
581,76442,0.0
582,78962,0.0
583,78665,0.0
584,75771,0.0
585,75833,0.0
586,75855,0.0
587,76155,0.0
588,76119,0.0
589,76087,0.0
590,75963,0.0
591,75964,0.0
592,76051,0.0
593,75974,0.0
594,79761,0.0
595,79906,0.0
596,77043,0.0
597,78572,0.0
598,78660,0.0
599,78653,0.0
600,77584,0.0
601,77489,0.0
602,77459,0.0
603,77830,0.0
604,77984,0.0
605,78016,0.0
606,78073,0.0
607,75442,0.0
608,78130,0.0
609,78210,0.0
610,77354,0.0
611,77318,0.0
612,75551,0.0
613,75568,0.0
614,77092,0.0
615,78361,0.0
616,75137,0.0
617,78501,0.0
618,78539,0.0
619,77077,0.0
620,77515,0.0
621,78586,0.0
622,78624,0.0
623,78629,0.0
624,77076,0.0
625,79935,0.0
626,75647,0.0
627,76012,0.0
